file,display_name,corpus,operation_name,error,timestamp
/app/archive/역사기록/1970/19720410_민족복음화운동 시범교회 전략 강습회/metadata_19720410_민족복음화운동 시범교회 전략 강습회.json,metadata_19720410_민족복음화운동 시범교회 전략 강습회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.523049
/app/archive/역사기록/1970/19710501_1971 제4회 국가조찬기도회/metadata_19710501_1971 제4회 국가조찬기도회.json,metadata_19710501_1971 제4회 국가조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.523666
/app/archive/역사기록/1970/19730615_1973 미국 경제인 내한/metadata_19730615_1973 미국 경제인 내한.json,metadata_19730615_1973 미국 경제인 내한.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.523829
/app/archive/역사기록/1970/19730603_1973 HCCC 제2회 성가 합창 경연대회/metadata_19730603_1973 HCCC 제2회 성가 합창 경연대회.json,metadata_19730603_1973 HCCC 제2회 성가 합창 경연대회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.525992
/app/archive/역사기록/1970/19720501_1972 제5회 국가조찬기도회/metadata_19720501_1972 제5회 국가조찬기도회.json,metadata_19720501_1972 제5회 국가조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.526362
/app/archive/역사기록/1970/19751231_1976 전국 나사렛 원단금식수련회/metadata_19751231_1976 전국 나사렛 원단금식수련회.json,metadata_19751231_1976 전국 나사렛 원단금식수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.564222
/app/archive/역사기록/1980/19800210_1980 구국 비상 회개 금식기도회/metadata_19800210_1980 구국 비상 회개 금식기도회.json,metadata_19800210_1980 구국 비상 회개 금식기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.565614
/app/archive/역사기록/1970/19780825_나사렛형제들 창립 10주년 조찬기도회/metadata_19780825_나사렛형제들 창립 10주년 조찬기도회.json,metadata_19780825_나사렛형제들 창립 10주년 조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.565802
/app/archive/역사기록/1970/19791109_80세계복음화대성회 장로 조찬기도회/metadata_19791109_80세계복음화대성회 장로 조찬기도회.json,metadata_19791109_80세계복음화대성회 장로 조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.566132
/app/archive/역사기록/1970/19771017_1977 예수 대잔치/metadata_19771017_1977 예수 대잔치.json,metadata_19771017_1977 예수 대잔치.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.569723
